datasets,sampleId,labels,RSAD2,BATF2,NCF1,ETV7,IFIT3,CD274,SGK1,IFIT1,IFI44L,SIGLEC1,WARS1,CTSS,PSAP,SAT1,SRGN,ANKRD22,ACTB,IFI27,CALHM6,GBP5,FCGR1A,UBC,ATF3
GSE111368,GSM3029440,Viral,6.107851279,5.71494521,10.94141552,4.700138883,7.584317731,3.841253429,9.794955404,7.73804386,6.506307977,3.720779246,9.571344752,10.05514842,13.27510294,12.36145178,13.5562843,7.344835361,13.61179689,9.551836206,6.641102022,7.783515867,9.057957938,13.83484312,4.913987725
GSE111368,GSM3029441,Control,5.44761306,4.486648794,10.44593028,3.665136375,7.135247796,4.069862683,10.16966773,7.277485027,6.290896281,4.003269768,8.916666982,9.641741737,12.17517078,11.82878026,13.42492978,5.962863099,13.57367758,6.281189757,6.812841816,8.569557295,6.005496388,13.92038822,4.617034955
GSE111368,GSM3029442,Viral,7.178837514,5.112533986,11.27818481,4.457535167,9.17178323,3.917631994,9.501912564,9.22300112,8.199418184,3.71353352,8.340815385,9.595536031,12.77705455,12.27813609,13.12501288,6.70344306,13.57814103,12.95257119,6.883546139,8.214293536,7.562531477,13.79336928,3.420800419
GSE111368,GSM3029443,Viral,10.45102112,6.117661385,11.32539878,4.67608898,11.53668401,5.048662353,10.03619047,12.0240991,11.66538394,4.643278693,9.599426806,9.469768565,12.80439271,12.54157699,13.86714615,6.659033842,13.68926565,13.47673452,6.983946668,10.16238671,9.70626275,13.64990252,5.315277516
GSE111368,GSM3029444,Viral,7.966767124,4.818197998,10.9283659,4.82624853,7.847214154,5.490837534,8.980601925,6.720466359,6.324550378,3.745332035,8.64144488,8.759046871,12.40867684,11.90872785,13.33714593,6.596245136,13.54788326,9.183246718,5.637597113,8.541477228,9.120474025,13.58711567,5.14186144
GSE111368,GSM3029445,Viral,9.309517565,7.113795244,11.59040576,5.038595926,11.40311108,5.010015085,9.759298347,11.04381305,10.40079933,4.6416783,10.69979738,10.4680546,13.32768069,12.69035642,13.92038822,8.625837998,13.70495236,11.53358896,8.206490269,10.87155177,9.830538506,13.83484312,5.633369552
GSE111368,GSM3029446,Viral,7.800565406,4.301447371,10.93255283,4.447122008,9.360730361,4.14264592,9.788962345,9.583877156,8.962356163,3.799910311,9.032652742,9.644865557,12.4702853,11.57832339,12.96637811,6.341817499,13.57367758,8.640142326,6.776313495,8.564137478,6.277612105,13.61658018,4.543804794
GSE111368,GSM3029447,Control,8.399474182,6.85635121,11.03248762,5.240335857,10.75888359,4.590697678,9.483071024,10.02146049,9.066772368,4.162442366,10.55756641,10.10808822,12.60397352,12.39094894,13.51175344,8.472360702,13.51577959,7.458599296,7.931725986,11.3386558,9.277991374,13.61179689,6.261080875
GSE111368,GSM3029448,Viral,8.623563977,7.403056622,11.52773274,5.735743107,11.29668044,4.898364406,8.809532258,10.89607674,10.24155929,4.79346896,9.708423954,9.752377909,13.0851803,13.07521448,13.75328431,9.077776848,13.65610748,8.43952732,7.959040491,11.28367421,10.4798584,13.92038822,5.280932767
GSE111368,GSM3029449,Control,6.07534702,4.383663992,10.55382459,4.099859067,7.618412616,4.789638609,9.837880156,7.66482208,6.776130469,3.899330106,9.685215468,9.641741737,12.32403972,11.86232496,13.4961008,5.188836239,13.63204527,5.504072597,6.900959381,8.553756815,6.793116442,13.81263253,5.027251873
GSE111368,GSM3029450,Viral,10.23379946,5.354269185,11.24016646,3.907848357,11.46126099,4.110666238,9.255221027,11.99376065,10.95869431,5.052655245,9.477916406,10.06328096,12.51961323,12.1915038,12.91583835,7.244959373,13.59625025,13.45676218,6.634417887,8.171042158,7.359100213,13.59131648,4.542922569
GSE111368,GSM3029451,Viral,8.230309329,4.680199041,11.19929416,4.274313496,9.394704473,4.67128051,9.600485856,9.894230953,9.115034833,3.979356292,9.208280219,10.07787005,12.13920383,11.89446185,13.43296022,7.041612594,13.43708589,9.78780329,7.074799304,8.976228135,7.231746324,13.60132768,5.589537041
GSE111368,GSM3029452,Viral,7.407185261,4.932655121,10.55756641,4.599863752,8.034852113,4.052061055,8.744979156,7.67344536,7.755577176,3.759548183,8.234688391,9.68241797,12.70445053,12.19558318,13.66873227,7.314606223,13.67511975,12.02807423,5.495843552,7.905566401,8.840775824,13.62706691,5.380577919
GSE111368,GSM3029453,Viral,8.956669039,6.89163659,11.34660375,5.590711623,10.99288787,5.318478268,9.388275054,10.75505212,9.865493188,4.172786344,10.56284132,9.964347624,12.67185545,12.18324547,13.22598901,8.874381716,13.63204527,7.617992446,7.158498896,10.70347717,9.436150899,13.48048529,5.587050162
GSE111368,GSM3029454,Control,6.430386358,4.779841507,10.99612112,4.814468754,9.059504689,3.56164035,10.65184468,9.674572472,8.355883128,4.384224748,9.324754113,9.911148555,12.12325332,12.00529717,13.68176189,5.976853992,13.62187654,6.199347647,7.294001182,9.139089223,6.900407495,13.46078875,5.184173545
GSE111368,GSM3029455,Control,6.43026253,4.554803576,11.07684201,4.5178562,8.652608508,4.132023879,10.53748207,8.223627534,7.076727556,4.341291445,8.71344617,9.954056267,12.41305706,11.80757372,13.46472266,5.603354589,13.54365162,5.759292026,7.574011824,8.465510159,5.563489028,13.72337839,4.588424975
GSE111368,GSM3029456,Control,6.137862122,5.000724143,11.44428829,4.675517944,8.239293288,4.546678023,10.25512549,8.867481264,6.876370878,4.256119998,9.891246229,10.45954526,12.59922308,11.86559946,13.32281702,6.161784737,13.56040881,5.699815665,7.306762962,9.012997318,7.275416579,13.83484312,5.088147849
GSE111368,GSM3029457,Viral,8.297007676,6.009970981,10.61962247,4.774372413,9.363928095,4.508931543,9.195500515,9.671961236,9.255655102,4.594952066,9.741274152,9.67624752,12.58583297,12.09584222,13.35084015,8.1030739,13.61658018,13.09490529,5.706574726,9.235606188,9.024082128,13.62187654,4.654483856
GSE111368,GSM3029458,Viral,6.319793597,4.773053752,10.77656106,4.596796915,8.39822364,3.503353204,10.01325627,8.094039876,7.143001368,3.983419815,9.708956421,9.755799076,12.87376319,12.01646291,13.2359336,6.204882441,13.77867023,6.12835378,6.671372045,9.238615157,8.198067098,13.48827714,4.660026426
GSE111368,GSM3029459,Viral,6.414929635,5.037735759,11.48356648,4.879461219,8.42488882,4.748903458,10.74712518,8.848096249,7.587483662,4.778982182,8.746929824,10.01731472,12.31562873,12.02031718,13.66873227,6.477712458,13.50771373,6.698682945,7.163488657,8.614108855,7.31921201,13.75328431,4.62451293
